gasto,riqueza,poblacion,porcentaje,densidad,ingreso,crecimiento
1687,9.901265,3.071921,3.277145,3.401197,6.269698,13.2
798,10.16763,4.065316,2.747271,4.691348,6.542241,7.8
1365,10.02211,3.319023,3.034953,4.189655,6.472946,-3.1
1309,9.937469,3.755759,2.821379,4.158883,6.371882,28.2
1596,10.32492,3.491952,2.879198,3.828641,6.412898,26.6
1428,9.574768,2.874506,3.238678,3.78419,6.14553,5.2
1316,9.736896,3.249082,3.030134,3.912023,6.165697,5.7
854,10.04446,5.120884,2.646175,4.955827,6.444931,8.9
1974,10.48494,6.345373,2.484907,7.698936,7.077305,-3.7
1148,9.990536,6.051226,3.417727,6.464588,6.679975,6.3
1694,9.965029,4.343156,2.995732,4.934474,6.603663,12.5
1673,10.27252,6.157967,2.509599,7.531016,6.645608,-3.9
1701,10.06953,7.333611,2.509599,7.569412,6.672067,10.7
1043,9.770516,5.065649,3.202746,5.389072,6.465196,19.9
1155,10.27122,6.408639,2.727853,6.936343,6.571677,0.7
1687,10.22779,6.75155,3.144152,8.117909,6.759435,-9.1
1610,10.75767,4.382235,3.317816,4.859812,7.027184,49
1582,10.02345,5.431755,2.890372,5.966147,6.662657,18.1
980,10.16951,4.976964,3.100092,5.375278,6.68231,2.6
1491,10.39027,6.241672,3.238678,6.71174,6.878663,11.1
931,10.46741,6.451392,3.113515,7.064759,6.938626,14.6
1589,10.64277,5.966147,2.906901,6.946976,7.221056,9.3
1197,10.15688,4.059868,3.421,4.634729,6.685375,16.3
2331,10.35431,3.995138,3.044522,4.672829,6.892291,7.2
910,10.27008,4.518522,3.135494,5.164786,6.620196,6.9
1757,10.32522,6.09901,2.785011,6.733402,6.840775,11.7
1932,10.079,3.975311,3.005683,4.682131,6.699716,2.3
938,10.2434,4.203448,2.580217,4.990433,6.474156,6
882,9.851131,3.18979,3.38439,3.555348,6.405638,-2.6
2324,9.951377,2.932082,3.421,3.258097,6.242815,9.3
1981,10.19486,3.787593,3.063391,3.970292,6.314142,2.3
1561,10.25537,3.011442,3.190476,3.465736,6.230834,7.7
840,9.716133,3.522431,3.317816,3.713572,6.094696,-5.9
896,9.835706,3.913688,3.222868,4.477337,6.27663,6.5
1484,9.685052,3.363265,3.555348,3.78419,6.327449,11.4
1435,9.701592,3.326234,3.538057,3.496508,6.261971,-6.1
679,9.861404,2.730029,3.569533,4.043051,6.138787,-13
1799,10.83999,8.968869,2.70805,8.598404,6.957871,-3.4
1659,11.54444,7.292485,2.433613,8.740657,7.440719,-3.9
2527,11.08488,8.266066,2.197225,8.24144,7.142272,-5.2
1351,9.935403,4.392596,1.916923,4.804021,6.490576,8.1
2282,9.662415,4.167182,2.939162,4.304065,6.385521,-4.7
1974,10.03007,5.323579,1.609438,5.831882,6.664159,-3.8
1617,9.759744,5.665677,1.410987,5.961005,6.474836,28.2
1890,9.700906,5.00417,1.916923,5.153292,6.437822,-2.9
1400,9.695405,5.108568,1.308333,6.962243,6.39563,2.4
1659,9.955506,4.43616,2.128232,5.225747,6.671757,6
1568,10.01569,4.428831,2.079442,5.056246,6.584621,-0.5
1449,9.849691,4.525044,2.140066,4.382027,6.42178,-3.3
3220,12.42612,3.540959,3.030134,4.025352,6.425517,-3.7
1855,10.07956,5.249477,1.974081,6.016157,6.499018,15.8
1085,9.774705,4.303615,2.322388,4.51086,6.427499,-1.7
1533,9.678192,3.865979,3.034953,3.871201,6.023736,16.6
1890,9.851684,3.055572,3.299534,3.850148,6.236698,-0.2
1799,9.488919,2.612518,3.198673,3.091042,6.075734,19.3
1029,10.11638,3.546259,2.912351,3.401197,6.24043,15.8
1351,9.616665,2.898671,2.906901,3.850148,6.176038,20.2
791,9.698589,3.786838,3.261935,3.931826,6.406286,14.3
1295,10.06795,4.185606,2.484907,4.787492,6.49769,0.2
1981,9.889693,2.691243,2.867899,2.772589,6.099215,23.8
1470,9.617597,4.162782,3.173878,4.70953,6.379307,-0.2
2485,10.94322,3.277773,3.487375,3.044522,6.295246,12.8
2121,10.0302,4.874306,2.370244,5.46806,6.590695,-3.8
833,9.713174,4.781921,2.701361,5.062595,6.414504,3.2
1099,9.67071,5.025086,1.740466,5.624018,5.991187,34.5
1827,9.868715,3.566712,3.621671,4.174387,6.405152,-0.3
1687,10.3396,5.790979,2.186051,6.674561,6.747946,2.9
1680,9.821333,4.186113,2.980619,4.85203,6.486627,-0.7
1792,9.958955,3.050063,3.242592,3.583519,6.209983,23
1778,10.44272,2.60269,3.126761,3.295837,6.295788,9.8
2142,9.788778,2.841026,3.387774,3.178054,6.290079,12.2
1463,10.05375,4.146832,2.667228,4.488636,6.49562,17
1295,9.880961,4.044804,3.194583,4.532599,6.431689,5
1281,9.842314,4.672206,3.280911,4.532599,6.363051,-3.3
1141,9.789053,4.326998,3.113515,4.317488,6.341272,12.4
1918,10.07045,3.544817,2.944439,3.688879,6.527443,5.3
1064,9.767794,4.570061,3.186353,4.89784,6.442983,5.1
2317,10.23326,4.720283,4.043051,5.655992,6.802811,-7
2023,10.0413,5.920819,2.66026,6.486161,6.672563,-2.4
924,10.03708,6.069274,2.557227,6.282267,6.55752,8.1
826,9.95879,6.800356,2.587764,7.066467,6.608566,16.8
2233,10.93358,5.8803,2.351375,6.499787,6.922002,-7
1512,10.06358,4.120391,3.637586,4.644391,6.425993,6.8
1519,10.36653,3.185664,3.401197,3.433987,6.569068,0.4
2156,10.23583,5.199785,2.219203,7.266129,6.615284,-3.8
1288,10.05994,4.46744,2.70805,4.890349,6.635495,13.7
952,10.21978,5.137366,3.254243,5.159055,6.787069,30.9
1589,10.49584,5.730695,2.624669,6.018593,7.002755,19.8
854,10.1064,4.358417,2.442347,4.990433,6.642419,7.3
1050,10.1086,5.731722,2.517696,5.771441,6.698388,3.2
1449,10.13254,3.639339,2.980619,4.343805,6.456308,6.8
1274,10.28992,4.514881,3.100092,4.418841,6.806885,18.4
1337,10.0267,6.282734,2.066863,7.811973,6.6085,-5.9
1484,10.6487,4.373868,2.261763,4.744932,6.783081,-4.1
1911,10.76665,3.338731,2.833213,3.951244,6.634787,4.9
1568,10.7635,3.210844,3.122365,4.077537,6.726914,7.9
980,9.730217,5.417803,2.533697,5.940171,6.609094,6.2
2268,10.15489,3.567183,3.511545,4.060443,6.548858,14.9
1981,10.50017,3.473518,2.714695,4.174387,6.498428,26.6
1981,10.66074,4.812184,2.833213,4.867534,6.686599,18.2
1841,10.38287,3.483801,3.139833,4.110874,6.560922,7.8
1351,9.887241,5.18094,1.960095,5.598422,6.594523,16.2
1414,10.44868,3.89352,2.261763,5.036953,6.635366,-3.6
2128,10.78919,3.862833,2.80336,4.077537,6.454691,-5.3
1519,9.985229,3.950282,2.501436,4.477337,6.393502,20.2
763,9.748651,4.246589,3.194583,4.795791,6.527515,13.8
1883,10.16946,3.123832,3.401197,3.555348,6.42837,18.8
1085,10.03891,4.386599,2.99072,4.330733,6.533446,5.6
1771,10.46962,4.017883,2.970414,4.369448,6.46672,19.5
1722,9.903017,3.82392,3.744787,3.988984,6.471961,-0.1
3430,11.08798,3.37588,2.833213,3.806662,6.645545,38
2289,10.8369,4.457636,2.960105,5.010635,6.882992,43
1162,9.949808,3.76391,3.325036,4.615121,6.606647,11.2
1666,10.5052,5.30901,1.84055,5.926926,6.697602,18.2
1806,10.873,4.61413,2.116256,5.568345,6.781581,18.8
1988,10.75453,4.928461,2.272126,5.811141,6.760968,7.5
1890,10.53149,4.714174,2.433613,5.117994,6.538633,30.2
1071,10.14691,4.926287,2.873565,4.828314,6.386842,39
1197,11.02806,4.665952,2.694627,5.049856,6.577898,11.7
1631,10.63981,4.015482,2.617396,4.70048,6.558354,49.6
1421,10.90413,4.225129,2.833213,5.036953,6.697542,32.8
693,8.956041,5.086876,2.388763,5.786897,6.057898,-0.9
1267,10.67379,3.744393,2.821379,4.70953,6.462675,27.1
1113,10.55963,5.047503,2.174752,6.395262,6.708785,30
1358,10.87654,4.798816,2.631889,5.068904,6.596933,8.7
1260,10.09097,4.458795,2.174752,5.356586,6.15826,42
2625,11.0677,6.00471,2.00148,6.322565,6.74218,5.8
1925,10.38441,5.97542,1.704748,6.520621,6.620979,17.4
6482,11.59472,3.65842,1.808289,3.951244,7.313147,2.5
2079,10.65144,5.971389,1.974081,5.934894,6.55166,12.4
1659,10.91936,5.599964,3.206803,5.135798,6.838572,30.3
1351,10.61509,4.564695,2.509599,5.105945,6.620979,28.4
3542,11.0704,4.604837,1.481605,5.135798,6.793681,4.4
2653,9.937638,3.545298,3.387774,3.637586,6.352776,-3.3
1309,10.19365,3.845171,2.80336,4.158883,6.514458,-0.4
1666,9.840489,3.848728,3.077312,4.382027,6.401989,25.9
896,9.529056,3.942229,3.025291,4.49981,6.188085,12.4
1281,10.03327,3.858974,3.299534,4.454347,6.447884,16
742,9.835482,3.932806,3.342862,4.634729,6.427737,5.5
784,9.366429,4.525225,3.265759,4.787492,6.22377,2.8
2107,10.00272,3.249728,2.873565,3.73767,6.274879,0.8
1526,9.575934,3.38552,3.288402,3.663562,6.216754,23.4
2254,9.677007,2.857428,3.33577,3.332205,6.055143,20.8
4445,10.15372,2.023753,3.600048,2.484907,6.326836,13.6
826,9.819622,4.250636,2.985682,4.317488,6.369618,18.1
672,9.50672,4.780103,3.226844,5.068904,6.435546,10.6
630,9.362048,4.232656,3.650658,4.553877,6.200387,19.6
882,9.680513,4.699723,2.873565,5.010635,6.372552,13.5
1260,9.738631,4.083171,3.08191,4.394449,6.438371,10.3
1568,10.08047,3.403971,2.459589,5.739793,6.683292,-4.4
1099,9.615919,3.860379,3.295837,4.51086,6.428212,14.7
3808,10.41227,2.994899,2.80336,3.401197,5.943377,13.6
903,9.388989,4.9002,2.631889,5.68358,6.071107,2.1
763,9.495782,4.10759,3.254243,4.49981,6.341704,10.1
1106,9.504427,3.51403,3.218876,3.912023,6.485208,19.2
3577,10.26064,2.277267,3.591818,1.791759,6.071786,22.9
1071,9.932687,4.047428,3.077312,4.158883,6.315029,6.7
1386,10.39476,3.555348,3.306887,3.970292,6.364823,8.3
805,9.789092,4.709981,2.60269,5.087596,6.329897,14.8
2618,12.65632,4.71178,3.122365,5.099866,6.388573,18.6
1190,10.33783,4.56087,2.772589,4.779123,6.366929,5.9
945,9.505782,4.334017,2.923162,4.912655,6.256065,26.2
1736,9.55602,3.100843,3.433987,3.526361,6.067367,26.9
1967,9.985261,2.846845,2.406945,3.135494,6.178073,-0.9
1932,10.34688,3.059489,2.912351,3.178054,6.298585,20.1
2667,10.48057,2.314184,2.701361,2.70805,6.301285,13.8
3829,10.38618,1.805553,3.50255,2.890372,6.204455,14.1
1498,10.00059,3.352241,3.010621,3.637586,6.226582,-0.9
1309,10.00841,2.779854,3.363842,3.401197,6.161262,-0.1
1064,9.888095,3.5563,3.161247,3.89182,6.315117,12.7
1568,10.24837,3.021238,3.095578,3.178054,6.334167,13
1442,10.43361,3.647623,3.908015,3.583519,6.371882,19.3
1218,10.22332,3.699242,2.714695,3.970292,6.461604,9.8
1505,10.15402,2.956645,2.95491,3.401197,6.423133,4.2
2058,10.25672,2.819393,3.086487,3.135494,6.231412,5.1
1890,10.29127,4.427836,2.694627,5.010635,6.457462,6.6
1071,9.994507,3.569533,2.701361,3.89182,6.374307,20.3
2303,11.27869,3.38326,3.955082,3.526361,6.777124,4.9
2023,9.93102,2.932082,2.844909,3.401197,6.095689,4.6
1211,9.817679,2.652068,3.523415,3.367296,6.164049,0.4
882,10.4202,2.96699,2.360854,3.663562,6.301464,9.5
1708,10.32756,2.421849,3.306887,2.995732,6.079556,6
2716,10.55053,3.054787,2.985682,3.401197,6.356184,2.3
868,9.878739,3.964932,3.010621,4.248495,6.314497,16
2814,10.40067,2.351375,3.190476,2.944439,6.192403,-2.8
1897,10.01042,3.54818,3.122365,3.806662,6.239092,3.9
2380,10.91869,6.180362,2.208274,6.688355,6.92759,3.1
3178,10.81807,5.403653,1.589235,5.793014,6.871271,6
2037,10.84343,5.006739,1.974081,5.627621,6.707349,19.8
2107,11.39564,4.716264,2.694627,4.955827,6.966964,3.6
3948,11.25721,5.023222,1.648659,5.393628,6.874265,1.1
1176,11.14216,5.458166,2.433613,6.100319,6.886352,36.8
1456,10.3671,3.494485,2.772589,3.496508,6.414504,13.7
1379,10.25952,5.221886,2.282382,5.521461,6.746968,1.1
2065,10.2711,5.474299,1.686399,6.386879,6.746047,9
1806,10.29407,3.48992,2.862201,3.78419,6.564796,15.1
1204,10.44746,3.983723,2.867899,3.970292,6.383206,2.7
1393,10.28084,4.159664,2.60269,4.477337,6.473854,16.9
1232,10.12553,5.210396,2.557227,6.371612,6.639796,4.8
2177,10.2445,3.204777,2.580217,3.610918,6.386347,6.7
1260,9.955904,4.434777,2.694627,4.418841,6.43161,13.7
1113,10.10977,4.158362,2.674149,4.770685,6.597267,4
1351,10.12939,4.863166,1.609438,5.398163,6.643441,8.8
952,10.06116,4.738097,2.653242,4.934474,6.534514,5.7
1778,10.22895,5.162307,2.815409,5.141664,6.709203,6.5
1267,10.52299,3.776203,2.70805,3.806662,6.514022,24.1
3878,10.91677,7.16597,1.609438,7.643962,7.039501,2.8
2317,11.15209,5.461003,2.104134,6.616065,6.904508,1
3976,11.14077,6.342033,1.94591,7.349874,7.044984,-4.5
4340,10.93729,6.200205,2.079442,6.923629,6.815304,-33.5
2842,11.03778,5.363559,1.974081,6.133398,6.816218,-0.2
1848,9.459237,3.54289,3.449988,3.135494,6.190598,-10.6
833,9.53048,4.312811,2.890372,3.78419,6.272754,6.5
12894,11.78149,0.1397619,3.342862,0,6.274325,-35.5
4557,11.11238,2.706938,2.091864,1.94591,6.286255,-8.8
4746,11.18003,3.052428,2.433613,1.609438,6.380055,-1.4
1652,9.653288,3.429677,3.109061,3.135494,6.029767,2.7
1673,9.158278,2.721295,3.258097,3.044522,5.687738,-0.4
3402,9.88628,2.278975,3.401197,2.484907,6.177768,-7.9
2947,10.37955,3.359797,2.302585,2.302585,6.221242,-19.2
2520,9.963251,3.464694,2.827314,3.465736,6.09602,9.5
938,9.89972,3.683867,3.068053,3.526361,6.249367,1.6
2016,10.77455,2.723486,3.139833,2.70805,6.17919,9.6
2541,9.999638,2.370244,3.109061,2.484907,6.069409,6.9
3080,10.46781,2.747271,2.778819,1.609438,6.159089,-10.1
1820,9.435881,3.210844,3.360375,3.433987,6.250029,-8.6
1715,9.517229,4.144721,2.80336,3.555348,6.240143,5.6
1253,9.622708,3.931499,2.517696,4.143135,6.407499,3.2
3535,10.16854,2.571339,3.178054,2.564949,6.018622,-3.2
3647,9.662371,3.226182,2.862201,3.367296,6.172977,-15.3
8288,10.98001,3.568123,2.079442,3.912023,5.935116,5.1
2023,10.43893,3.247139,2.714695,3.526361,6.228324,4.7
1393,9.588434,4.227077,2.785011,4.317488,6.253146,-14.7
1624,9.953177,4.003082,2.785011,3.931826,6.293074,3.3
3444,10.42895,3.450517,2.965273,2.944439,6.196503,-2.6
7035,11.52148,1.500367,2.151762,1.098612,6.300386,-21.9
1687,9.894755,3.692622,2.867899,3.688879,6.42639,7.6
1946,9.83668,2.516351,3.135494,2.564949,6.395549,-5.2
644,10.02739,4.361186,3.08191,3.89182,6.643887,-3
2114,9.63074,2.533697,3.535145,2.995732,6.039621,-8.6
1988,9.37097,3.362688,3.346389,2.890372,5.987996,4.8
1253,9.240899,4.067316,3.543854,3.610918,6.181827,-3.9
1694,9.965293,2.841026,3.292126,3.044522,6.356779,-7.9
1148,10.2675,4.911551,2.580217,5.616771,6.678004,4.7
1190,10.34132,4.193938,3.086487,4.795791,6.852599,-0.9
1806,10.54437,6.258402,2.646175,6.46925,6.912001,25.5
1624,10.01243,4.009452,2.617396,4.077537,6.251353,26.3
5362,11.71043,2.544223,2.128232,2.484907,6.234587,13.7
2835,11.71233,2.837127,3.284664,2.833213,6.211263,-7.5
1841,10.52824,3.971235,2.901422,4.290459,6.520033,12.3
1701,10.14732,4.698205,2.815409,4.584967,6.45677,24.2
3192,10.32699,3.333989,2.251292,3.73767,6.307377,20.5
1386,10.18948,5.472481,1.960095,6.082219,6.689467,17
945,10.19329,5.289697,2.917771,6.09131,6.672935,77.2
784,9.968118,5.119191,2.714695,5.686975,6.42369,19.1
1337,10.13435,5.108367,2.079442,5.493061,6.364992,27.3
1169,9.882749,4.155753,2.985682,4.770685,6.344118,33.4
2163,10.19776,3.142714,2.74084,3.465736,6.29642,12.4
819,10.26592,3.974998,2.839078,4.382027,6.369367,12.9
1316,10.13535,4.587346,3.517498,4.990433,6.457769,20.2
1365,10.28144,4.705317,2.617396,6.959399,6.516271,32.1
1386,10.19911,5.238479,3.456317,5.752573,6.480937,47.1
1218,10.17414,4.477147,3.122365,4.317488,6.56838,19.4
1582,10.37857,5.878995,2.631889,6.098074,6.730782,0.8
2583,10.59378,5.776775,2.208274,7.224753,7.040789,9
763,10.41848,3.543854,2.906901,4.454347,6.633885,12.6
2387,10.34234,6.152165,2.564949,6.663133,6.579055,-3.6
7168,10.87303,1.734601,2.960105,2.302585,6.392846,13.7
2709,10.52326,2.771547,3.186353,2.995732,6.310943,21.7
1400,9.935572,3.357478,2.895912,3.912023,6.184557,18
504,10.31771,3.529786,2.944439,4.304065,6.464967,12.7
3969,10.85543,2.435074,3.848018,2.833213,6.395958,0.4
476,9.664862,3.410598,2.839078,4.553877,6.32631,12.7
1876,10.28443,3.243894,3.11795,3.178054,6.099105,8.6
2912,11.11036,3.022861,2.734368,3.044522,6.426073,12
2387,10.59411,3.00072,3.210844,3.332205,6.285251,7.4
1253,10.1936,3.459466,2.631889,3.688879,6.288169,14.7
1372,10.21999,3.274626,2.549445,4.025352,6.296059,11.5
630,10.10766,3.676723,3.280911,4.430817,6.416188,11.1
1491,9.906443,3.322635,2.895912,3.828641,6.309607,4
1645,10.28271,3.105334,3.005683,3.583519,6.240907,-3.7
1827,10.78076,2.800325,3.621671,3.295837,6.189996,7.8
1414,10.11774,3.151311,3.440418,3.89182,6.453688,6.4
987,9.892882,2.753661,2.753661,3.610918,6.26038,-23.8
1526,9.738878,2.312535,2.694627,3.401197,6.113954,5.8
973,9.76426,3.490429,2.587764,4.043051,6.246808,13.3
1302,9.877051,4.244917,2.70805,3.713572,6.290806,19.7
882,10.27925,2.391816,2.624669,3.73767,6.338159,-16.3
1414,9.50698,3.284664,3.015535,3.401197,6.073141,14.9
1169,10.0597,3.406185,2.587764,4.204693,6.359496,-0.2
1778,10.26172,3.312973,2.74084,3.78419,6.074044,9.5
1036,10.41744,3.270202,2.960105,3.931826,6.460838,4.2
616,10.33697,4.108412,3.459466,4.189655,6.426945,2.1
1239,9.697084,3.116474,3.11795,3.931826,6.22929,0
1540,10.1988,2.915967,2.74084,3.496508,6.299216,25.3
1022,10.37053,3.284664,2.747271,3.951244,6.339631,-11.7
742,9.558741,3.747934,2.687847,4.204693,6.171034,2.8
700,10.36401,3.472484,3.770459,4.584967,6.553896,-16.8
1841,9.979017,2.670694,3.039749,3.367296,6.449513,-1.9
784,10.11635,3.610918,2.933857,4.234107,6.233626,15.7
574,10.00164,3.798107,2.517696,4.912655,6.342825,5.6
658,9.66615,2.617396,2.99072,3.555348,6.235355,13.7
1092,9.6897,3.050063,2.501436,3.583519,6.164668,14.3
700,9.444004,4.618415,2.753661,4.189655,6.152541,12.4
2779,9.490401,2.448127,2.815409,3.332205,6.07978,-3.5
1981,9.601159,2.725672,3.496508,2.995732,6.129547,-0.1
1064,9.417842,4.102368,3.113515,4.488636,6.362797,-3.8
693,9.956237,2.992393,3.131137,3.091042,6.283149,-7.4
1309,9.633495,3.453157,3.109061,3.912023,6.49525,2.2
1855,9.749876,3.332205,3.030134,3.433987,6.239666,6.2
875,10.10888,4.36416,2.694627,4.875197,6.656566,-4.2
1302,9.619133,3.445746,3.306887,3.663562,6.310231,24.5
1393,10.12315,4.407938,2.501436,4.882802,6.709681,13.3
2338,9.916616,2.731115,3.640214,3.367296,6.259819,5.4
2226,9.683003,2.709161,2.895912,3.091042,6.024447,1.7
2100,9.880316,2.221013,3.430756,2.70805,6.112436,7.3
1652,9.575011,3.301377,3.08191,3.688879,6.381549,-7.3
1183,10.06873,3.7612,2.753661,4.110874,6.46191,4.7
1974,9.789759,3.113515,2.985682,3.091042,6.170932,7.7
1897,9.544961,3.038951,3.342862,3.178054,5.986027,9.2
1372,9.471442,3.438279,2.230014,3.912023,6.329286,1.7
2366,9.717863,3.476614,2.459589,3.637586,6.136564,14.3
1855,10.68299,3.182212,2.557227,3.78419,6.442203,11.2
3066,9.616432,2.694627,3.161247,3.218876,6.148676,-2.3
1519,9.581456,2.879198,3.254243,3.367296,6.127304,6.9
2597,9.756303,2.819393,3.496508,2.772589,5.902046,0.1
1428,9.346286,3.131137,2.815409,3.583519,6.022786,2.2
1876,10.48957,3.439349,2.312535,3.828641,6.478305,-2
973,9.840265,3.686794,3.427515,4.143135,6.30317,14.7
1827,11.00277,2.835172,3.104587,3.89182,6.473929,-3.5
4606,10.20633,1.916923,3.881564,2.302585,6.068956,-4.4
1820,9.758207,2.906901,3.38439,3.178054,6.084925,6.9
1554,9.990793,3.238678,2.687847,3.332205,5.982202,32.6
1918,10.5987,7.852633,2.694627,8.162801,6.672873,-0.4
1953,10.63246,8.760665,2.595255,7.351158,6.654232,12.9
7714,12.38987,5.537793,2.727853,5.407172,7.039973,21.3
2548,11.19338,7.985428,2.091864,7.697575,7.096557,-5.2
2247,10.55293,8.493505,2.970414,7.967627,6.692753,-0.7
5271,10.99353,5.973173,2.014903,5.857933,6.598002,13.7
8029,12.46405,3.633631,2.509599,5.252273,7.084393,8.8
2436,10.84756,7.495736,2.230014,7.765993,6.956939,-3.3
4893,11.81592,6.403271,2.895912,5.700444,7.026749,8.3
4487,11.85038,5.700388,2.054124,5.828946,6.823281,5.1
3514,11.13834,4.139159,2.66026,3.78419,6.385191,10.7
2072,10.53568,3.753027,2.890372,3.970292,6.321655,3.9
3171,10.86802,3.088008,2.833213,3.583519,6.405476,-0.9
2058,10.50522,3.770075,3.605498,4.317488,6.240907,-5.4
3199,10.45942,5.20985,1.526056,4.976734,6.008076,17.8
6153,11.77364,2.265229,2.797281,2.397895,6.796533,-22.9
3780,10.97198,3.097837,3.068053,3.258097,6.280583,-1
2569,11.15198,3.602323,2.734368,3.78419,6.418269,14.3
2163,10.78732,4.557205,2.906901,4.304065,6.309786,2
4319,11.2968,3.197312,2.821379,3.433987,6.329111,17.8
1855,10.58803,4.995296,2.24071,4.543295,6.513804,34.8
3822,11.263,3.902982,2.549445,3.583519,6.66272,3.9
2457,10.46368,4.218036,2.397895,3.7612,6.315738,-2.6
1960,11.15371,4.771814,2.388763,4.477337,6.527156,-1.8
3087,11.0277,3.028522,2.415914,3.258097,6.470597,-10.7
966,9.846324,4.237964,3.770459,4.290459,6.267749,2.3
1302,9.873739,3.073465,3.126761,3.7612,6.385026,-2.4
1393,9.548761,4.323912,2.701361,3.871201,6.297503,11
1001,9.743037,3.980616,2.772589,4.174387,6.36735,20.7
1708,10.03186,3.482265,2.646175,4.077537,6.425596,-0.1
889,10.14576,5.645624,2.501436,5.117994,6.658957,4.5
1533,9.628439,2.997398,2.879198,3.433987,6.07641,27.3
1708,9.686096,3.567183,3.529297,3.78419,6.31361,16.7
1176,9.650722,4.390325,3.608212,4.406719,6.361529,7.7
1554,9.911768,3.945458,2.906901,4.025352,6.443762,10.5
1582,10.12449,3.89182,2.985682,4.007333,6.603995,16.7
1162,10.13515,5.220176,2.424803,4.804021,6.55194,9.7
1085,9.723954,3.973432,2.734368,4.454347,6.342049,28.6
1008,9.898068,3.951885,2.66026,4.174387,6.321214,6.4
917,10.20715,5.497032,1.740466,6.284134,6.452762,11.6
1260,10.77439,4.631812,2.753661,4.70048,6.61489,14
1134,9.664373,4.414816,2.797281,4.430817,6.373806,10.6
763,10.41391,4.026839,3.206803,4.663439,6.571471,11.9
6979,11.68492,2.186051,1.252763,1.609438,6.53002,10.5
1330,10.44748,5.022893,2.272126,5.501258,6.603065,16.5
1568,10.71807,4.300229,2.442347,4.60517,6.777235,20.4
16870,12.90114,1.147402,2.595255,0.6931472,6.685498,-27.1
1799,10.6067,4.714174,2.459589,5.411646,6.867452,-3.6
3248,10.54785,2.653242,1.757858,4.691348,6.619935,-6.5
1743,10.46236,5.064913,1.791759,5.703782,6.612523,17.2
1561,10.93197,4.490694,2.721295,4.584967,6.674483,6.6
1946,10.53615,4.82898,2.028148,5.70711,6.632402,5.3
2639,10.72951,4.615286,1.722767,5.236442,6.683047,13
2926,11.02477,4.228778,2.091864,4.248495,6.577829,4.1
1029,10.10225,5.0312,2.734368,5.55296,6.444152,20
2149,10.6217,4.561915,2.332144,4.174387,6.460302,6.3
1533,10.1255,4.650303,3.152736,5.752573,6.497025,4.8
1736,10.62224,5.497441,2.747271,5.455321,6.580959,3.3
3892,11.04505,3.922963,3.126761,3.218876,6.279573,11.8
1260,10.25117,5.160969,2.772589,5.220356,6.310409,23.1
3262,10.84384,5.325527,1.871802,6.131226,6.699052,0.1
2625,10.74544,4.89485,2.815409,4.189655,6.232375,-5.2
3024,11.15295,4.635214,2.079442,4.521789,6.977713,-7.8
4641,12.17226,3.437744,2.24071,3.367296,6.692571,3.5
2443,10.61362,4.087656,3.091042,3.73767,6.16724,19.1
5600,12.35569,2.436533,3.11795,2.397895,6.420505,-8.7
4193,11.79873,3.08038,2.424803,2.995732,6.301105,17.3
3395,10.72969,3.683867,2.186051,2.484907,6.324995,8.2
3857,11.48349,3.630544,1.871802,4.330733,6.630917,-2.9
2247,10.47069,3.858974,2.186051,3.988984,6.397509,5.4
1680,10.62255,5.964436,1.774952,5.916202,6.671819,19.2
4760,11.14094,2.453875,2.433613,2.079442,6.171444,26.9
4431,10.45555,2.894069,2.397895,2.484907,6.178886,22.7
2058,10.13185,4.259624,3.269569,4.204693,6.297052,9.6
1365,10.15956,3.835142,2.906901,3.89182,6.296872,8.3
1694,10.20192,3.484312,2.766319,3.988984,6.420744,4.9
4249,11.64632,2.235376,2.351375,2.302585,6.277091,0.4
1785,10.39607,3.619887,2.714695,3.583519,6.410484,9.1
595,10.05297,4.66281,2.61007,4.077537,5.751706,51.9
1288,10.14375,3.821004,2.028148,4.691348,6.207716,-5.1
770,9.981124,4.029213,2.879198,4.127134,6.323238,14.6
1225,10.39088,3.788348,2.923162,4.127134,6.438292,11.8
1295,10.22923,2.583998,2.727853,3.555348,6.148152,35.2
1176,9.947198,3.52538,2.821379,3.850148,6.329548,14.2
1715,10.222,3.277145,2.821379,3.332205,6.158675,19.6
1631,10.57113,3.315397,2.912351,3.78419,6.317861,28.7
721,10.27453,4.246589,2.714695,4.70048,6.504167,-1
5103,11.86573,2.060514,3.974058,2.639057,6.418508,-5.7
1267,10.22419,3.341683,2.424803,3.526361,6.360174,16.4
1204,10.39538,3.086487,2.785011,3.332205,6.312899,10.4
903,10.46817,3.126761,2.721295,3.258097,6.339717,12.8
875,9.937604,4.436949,3.222868,4.682131,6.487672,7
1253,9.496834,3.618993,3.404525,4.094345,6.053187,25.1
1204,10.05562,3.510052,3.292126,3.555348,6.268492,0.8
1820,10.68962,3.539025,3.280911,3.951244,6.396611,11.3
1568,9.949006,3.535631,2.85647,4.127134,6.378974,6.4
1155,10.14405,4.629538,2.549445,5.099866,6.610349,17
1288,9.882249,4.420847,2.624669,5.141664,6.502625,10
1393,10.52179,4.985431,2.517696,5.609472,6.614759,14.4
819,10.01067,4.239887,2.965273,4.859812,6.466491,5.1
1736,9.551153,3.677144,2.646175,4.248495,6.352093,-9.7
1526,9.638115,3.36787,3.126761,3.871201,6.24842,-7.2
868,10.06283,4.548071,3.261935,4.465908,6.39563,-9.1
2359,9.971655,4.798267,2.476538,5.370638,6.565279,31.5
